School Name,Longitude,Latitude,Sequence
David T. Denny International School,-122.360539,47.517252,317
David T. Denny International School,-122.36054,47.517362,318
David T. Denny International School,-122.36054,47.517362,319
David T. Denny International School,-122.360567,47.517362,320
David T. Denny International School,-122.361124,47.517363,321
David T. Denny International School,-122.361466,47.517363,322
David T. Denny International School,-122.361479,47.517363,323
David T. Denny International School,-122.361849,47.517362,324
David T. Denny International School,-122.361882,47.517362,325
David T. Denny International School,-122.363224,47.517363,326
David T. Denny International School,-122.364568,47.517363,327
David T. Denny International School,-122.365508,47.517363,328
David T. Denny International School,-122.365894,47.517363,329
David T. Denny International School,-122.365903,47.517363,330
David T. Denny International School,-122.365913,47.517363,331
David T. Denny International School,-122.365913,47.517363,332
David T. Denny International School,-122.365914,47.517363,333
David T. Denny International School,-122.365961,47.517364,334
David T. Denny International School,-122.367113,47.517377,335
David T. Denny International School,-122.367309,47.517379,336
David T. Denny International School,-122.368341,47.517391,337
David T. Denny International School,-122.36866,47.517394,338
David T. Denny International School,-122.371278,47.517424,339
David T. Denny International School,-122.371254,47.517104,340
David T. Denny International School,-122.371252,47.517077,341
David T. Denny International School,-122.371236,47.516858,342
David T. Denny International School,-122.371235,47.51684,343
David T. Denny International School,-122.371217,47.516605,344
David T. Denny International School,-122.371204,47.516423,345
David T. Denny International School,-122.371199,47.516353,346
David T. Denny International School,-122.37118,47.516104,347
David T. Denny International School,-122.371176,47.516048,348
David T. Denny International School,-122.371175,47.516033,349
David T. Denny International School,-122.371161,47.515849,350
David T. Denny International School,-122.371151,47.51571,351
David T. Denny International School,-122.37115,47.515704,352
David T. Denny International School,-122.371143,47.515599,353
David T. Denny International School,-122.371124,47.515348,354
David T. Denny International School,-122.371105,47.515099,355
David T. Denny International School,-122.371087,47.514856,356
David T. Denny International School,-122.371069,47.514607,357
David T. Denny International School,-122.37105,47.514351,358
David T. Denny International School,-122.371043,47.514255,359
David T. Denny International School,-122.371042,47.514249,360
David T. Denny International School,-122.371032,47.514104,361
David T. Denny International School,-122.371015,47.513877,362
David T. Denny International School,-122.371011,47.513829,363
David T. Denny International School,-122.371002,47.513711,364
David T. Denny International School,-122.371002,47.513707,365
David T. Denny International School,-122.370996,47.513631,366
David T. Denny International School,-122.370982,47.513432,367
David T. Denny International School,-122.370977,47.513374,368
David T. Denny International School,-122.370959,47.513129,369
David T. Denny International School,-122.370941,47.51288,370
David T. Denny International School,-122.370937,47.512829,371
David T. Denny International School,-122.370923,47.512636,372
David T. Denny International School,-122.370909,47.51245,373
David T. Denny International School,-122.370898,47.512292,374
David T. Denny International School,-122.370892,47.512209,375
David T. Denny International School,-122.370891,47.51221,376
David T. Denny International School,-122.37088,47.512055,377
David T. Denny International School,-122.370873,47.511963,378
David T. Denny International School,-122.370871,47.511935,379
David T. Denny International School,-122.370867,47.511879,380
David T. Denny International School,-122.370855,47.511717,381
David T. Denny International School,-122.370837,47.511471,382
David T. Denny International School,-122.370819,47.511225,383
David T. Denny International School,-122.3708,47.510979,384
David T. Denny International School,-122.370782,47.510734,385
David T. Denny International School,-122.370764,47.510488,386
David T. Denny International School,-122.370746,47.510242,387
David T. Denny International School,-122.370729,47.51,388
David T. Denny International School,-122.37073,47.509917,389
David T. Denny International School,-122.370735,47.509588,390
David T. Denny International School,-122.370738,47.509342,391
David T. Denny International School,-122.370739,47.509259,392
David T. Denny International School,-122.370741,47.509099,393
David T. Denny International School,-122.370744,47.50893,394
